word;nSub;ValenceM;ValenceSD;ArousalM;ArousalSD;HappyM;HappySD;AngerM;AngerSD;SadM;SadSD;FearM;FearSD;DisgustM;DisgustSD;ConcretenessM;ConcretenessSD
ANNE;38;5.675675676;3.742058658;7.27027027;2.329146823;89;20.4883242;11.47222222;25.58736978;20.83783784;33.51161781;16.38888889;27.7573957;0.571428571;2.648925579;78.11764706;28.85361666
MADALYA;35;7.470588235;1.618740515;5.735294118;2.550208827;73.5;29.13434991;3.933333333;11.46789622;8.166666667;22.55121884;5.965517241;18.73591425;1;2.406886671;85.21212121;16.59397024
GÜN IŞIĞI;39;6.128205128;2.811437984;6.076923077;2.156808258;78.55555556;23.7335741;2.8;7.128237139;10.76470588;21.6207796;4.264705882;12.83770211;1.088235294;3.50210021;77.69444444;28.08539981
AĞAÇ;35;7.685714286;1.658692408;4.657142857;2.519837263;80.80645161;23.78713848;8.896551724;20.22612319;17.20689655;30.49868769;8.24137931;18.62535747;1.607142857;4.74020851;93.93939394;10.95713065
IRMAK;37;6.891891892;1.646271609;5.189189189;2.234052594;72.46875;26.2727436;4.193548387;9.877311898;9.870967742;19.82547509;21.6875;30.74813134;1.838709677;7.028972301;83.08571429;26.26826695
İYİLEŞMEK;39;8.384615385;0.846521819;6.153846154;2.242396058;87.78378378;16.91996706;4.315789474;9.959662599;7.736842105;17.39630935;8.083333333;17.97200203;2;4.5704364;45.85714286;34.82320293
EKMEK;35;6.885714286;1.567527626;5;2.42535625;69.70967742;26.50810385;6.633333333;13.41507987;11.96666667;21.49816886;6.533333333;12.32528473;2.033333333;7.165450311;84.8125;21.94191379
İLKBAHAR;35;7.571428571;1.399279526;6.457142857;2.173948118;78.72727273;26.94354367;3.35483871;8.043831538;8.625;16.11801236;3.709677419;9.920327778;2.064516129;6.292511337;68.875;34.3968772
KONFOR;41;7.658536585;1.352955212;5.365853659;2.210838049;76.38461538;26.08852882;4.558823529;7.675980547;5.085714286;11.21021443;5.382352941;13.23222583;2.176470588;4.776651472;40.13513514;33.7928018
TİYATRO;37;4.675675676;2.848528412;5.216216216;2.382052513;69.17647059;29.14485306;6.181818182;15.51300774;19.09090909;27.17232466;8.03030303;17.33580985;2.242424242;5.500172174;78.76470588;22.66095136
ALÇAKGÖNÜLLÜ;33;6.03030303;3.225725194;5.424242424;2.398310643;73.07692308;26.61116018;3.074074074;5.770788014;7.555555556;15.92611144;2.076923077;4.765904547;2.259259259;4.301990528;20.68965517;23.78640585
İYİLEŞTİRMEK;35;8.114285714;1.254906338;5.705882353;2.342355869;83.6875;23.13974029;3.161290323;6.372319171;7.483870968;17.64439659;9.607142857;20.84926375;2.333333333;5.108028389;45.66666667;34.86855449
BİSİKLET;42;6.707317073;1.520590386;4.853658537;2.806786201;71.6;33.92132678;7.333333333;19.70931614;18.39473684;29.42561807;21.45945946;29.17818305;2.342857143;6.135445989;92.94871795;11.21781646
BARIŞ;40;8.025;1.790108147;6.384615385;2.390941068;84.61111111;24.92420256;13.77142857;27.67467064;14.51428571;28.00879214;18.82857143;29.51717916;2.342857143;6.539215896;19.81081081;24.09453354
İSKELE;38;5.351351351;1.975069847;3.837837838;2.640638743;46.81818182;38.76729819;5.515151515;12.83822713;15.39393939;26.9187892;9.151515152;15.87474648;2.393939394;5.367374789;87.17142857;18.47651246
AHŞAP;28;5.714285714;1.718249386;4.035714286;2.70092087;41.61538462;34.6341761;2.24;5.8685603;6.24;13.56244816;5.8;12.35246264;2.52;5.292447449;87.59259259;24.4213955
MELEK;40;7.5;1.535895296;5.4;2.529822128;69.3125;33.61685205;5.411764706;11.17930352;8.696969697;19.15640371;8.28125;22.089604;2.558823529;6.95522989;17.97222222;27.23599101
TATİL;41;7.775;1.746608435;6.825;2.44831182;85.22857143;24.18687748;3.71875;7.948359031;7.875;18.34393633;5.125;12.57172968;2.677419355;6.068427016;70.6;26.9911863
MİNNETTAR;34;7.090909091;1.465512631;5.15625;2.411121744;72.46153846;26.26667968;5.5;10.73416146;11.67857143;15.73637817;5.892857143;9.274973438;2.678571429;5.491094281;14.51612903;18.23526066
AKIL;37;5.297297297;2.706626281;4.702702703;2.612628145;62.7;36.31580828;7.653846154;18.7658036;17.26923077;30.41388853;12.26923077;18.97062507;2.730769231;6.855991204;22.375;29.819619
SAĞIR;34;5.058823529;2.84914848;4.823529412;2.610823488;4.518518519;9.022921113;21.96153846;33.03389867;78.9;27.61102978;47.69230769;35.68951581;2.814814815;5.909816065;77.07142857;27.42522301
SANDALYE;35;5.285714286;1.978880084;2.942857143;1.939418608;34;34.59768778;4.68;11.22021984;4.6;11.16169043;9.923076923;24.6185671;2.84;10.25377979;95;16.95582496
KÖŞE;37;5.135135135;1.182327323;3.216216216;2.34680794;15.96153846;31.47631588;9.888888889;24.18253237;6.148148148;16.31116584;7.111111111;15.38064051;2.857142857;5.829136812;72.22580645;29.20354964
HOŞNUT;39;5.717948718;2.771553981;4.769230769;2.496961717;79.76470588;22.19890637;3.40625;6.404934464;2.6875;5.503298131;3.09375;6.615521217;2.875;5.922891622;27.08823529;26.64624329
PİZZA;35;7.470588235;1.829643021;6.676470588;2.040804776;83.48387097;21.20985772;14.18518519;28.50241155;15.92592593;30.11890018;6.653846154;20.01188109;2.923076923;5.857802161;96.48275862;7.845019756
BALON;36;5.722222222;2.689780778;5.722222222;2.185812841;74.28125;24.94281767;4.533333333;9.60148456;8.966666667;19.19318006;14.74193548;27.20412682;2.966666667;9.166969692;94.84848485;11.71569783
FOTOĞRAF;33;6.363636364;2.118640216;5.151515152;2.476403795;61.04347826;37.36366521;8.125;20.64463821;20.04347826;30.59334191;8.916666667;20.69008724;3;5.838093296;87.57142857;19.68535566
PATEN;35;5.5;2.246208927;4.823529412;2.645414423;54.67741935;38.10370682;6.1;16.1188474;7.133333333;13.07203737;31.48387097;33.4054596;3.033333333;6.509851067;84.32258065;25.31453745
ÖZGÜR;40;7.8;1.651727922;7.4;1.794578731;87.61111111;15.28262838;7.533333333;19.53905608;11.9;24.572693;16.5483871;27.12912176;3.033333333;14.21626881;17.22857143;19.81990342
EVLAT;35;5.088235294;2.84304198;4.764705882;2.606039879;68.23333333;36.83765253;8.12;12.99140742;16.11538462;22.38629388;24.81481481;32.46896392;3.08;6.951738392;74.24137931;30.80080608
BALKON;41;5.829268293;1.973606331;4.170731707;2.396898402;54.38888889;34.73596553;2.6;5.842038323;11.71428571;22.54612452;17.25;24.91972827;3.114285714;8.309354858;92.68571429;11.35981418
NEHİR;38;6.75;1.421769521;4.555555556;2.612546043;58.26666667;32.46529535;5.793103448;14.11275844;15.53333333;23.5060276;14.48275862;25.05653706;3.172413793;8.12434158;93.59375;9.973705349
ZARİF;36;5.583333333;3.10184277;6.027777778;2.076894813;73.84848485;24.68440957;8.25;19.88974238;10.14285714;19.57835972;8.925925926;19.50922055;3.185185185;10.28829446;33.68571429;32.64764781
KALEM;39;6.263157895;1.388839892;4.421052632;2.249703632;52.97058824;34.07788343;7.090909091;12.44328041;4.878787879;10.82750426;5.090909091;10.61061861;3.272727273;9.206902055;89.32352941;19.61866858
TAVŞANCIK;39;7.205128205;1.73477569;5.256410256;2.54142468;69.47222222;30.09080174;3.382352941;11.78086457;5.705882353;16.46949322;5;14.7996724;3.294117647;11.28831365;86.91666667;19.58917339
MİNERAL;41;5.973684211;1.423487193;4.526315789;2.214654413;30.96774194;32.29910615;2.71875;6.811917332;1.875;4.750212219;4.875;11.29587421;3.3125;7.62185948;77.97142857;25.63830511
TATLI;36;7.857142857;1.396273552;6.6;2.277769807;78.74193548;29.56007188;3.096774194;9.720613282;6.774193548;17.1341952;5.258064516;14.93980754;3.322580645;8.022414835;82.3;23.06235924
KAPÜŞON;38;5.342105263;1.712849937;3.868421053;2.315296404;41.71428571;36.16268098;3.705882353;8.032243401;8.705882353;16.20985374;7.352941176;15.92954631;3.382352941;7.156326745;94;10.61630267
ENERJİ;38;4.702702703;2.548036988;5.486486486;2.534447361;67.0625;33.19923969;11.87096774;19.66340414;7.966666667;16.14905428;11.2;19.33444309;3.433333333;5.952011154;36.70967742;33.1040718
YENİLİK;40;7.538461538;1.072286142;6.461538462;1.997974683;72.62857143;25.6022583;7;12.56980509;10.58823529;18.80057647;25.47058824;25.25414493;3.441176471;8.243238465;43.55882353;31.19361937
OKSİJEN;34;8.088235294;1.264135758;5.470588235;2.489192325;77.4375;24.96828634;4.741935484;9.472654475;3.774193548;8.204509644;11.06666667;22.48974223;3.451612903;6.551532694;77.3125;27.12984014
YELKENLİ;38;6.5;1.704524979;5.078947368;2.613701724;60.83870968;36.86380047;6.387096774;15.90948861;11.80645161;21.23898829;18.12903226;27.04285726;3.483870968;9.969523451;90.79411765;17.38473627
GÖKKUŞAĞI;36;8.055555556;0.954521404;6.527777778;2.348082636;80.57142857;22.82321537;5.657142857;12.92726907;7.257142857;15.2881016;6.428571429;16.66501392;3.514285714;11.06231395;68.58333333;26.82469544
ASTRONOT;39;7;1.732050808;5.564102564;2.881838519;56.68571429;37.71703581;7.352941176;14.20602167;17.54285714;27.10908558;36.11428571;34.5515569;3.558823529;8.165675301;85.45714286;23.15973034
UYKU;39;7.842105263;1.405131826;6.184210526;2.077619;87.82857143;13.05528001;6.852941176;18.4754257;15.58823529;26.90738059;12.4;24.82313911;3.575757576;12.55495496;65.20588235;36.17698868
GÜN BATIMI;40;7.974358974;1.063439788;6.333333333;2.228208312;83.59459459;18.00225211;4.542857143;10.90963648;27.05882353;33.99103373;6.527777778;14.9656485;3.583333333;14.10648281;64.05555556;35.26142728
DEĞİRMEN;35;5.542857143;1.77138791;3.8;2.040761104;53.03125;35.67006911;5.71875;11.69293797;13.96774194;21.9142022;5.935483871;11.12635155;3.59375;9.245258157;90.125;18.32634275
IŞILTILI;39;6.846153846;1.32860159;5.641025641;1.912385937;65.4516129;25.88672595;5.833333333;12.18558598;7.483870968;16.76080938;7.8;17.56053569;3.607142857;11.21618964;56.13888889;34.56435222
GARANTİ;36;6.722222222;1.845629759;4.583333333;2.589815217;56.64516129;32.09002793;10.4137931;19.96339014;9.103448276;16.00300157;19.66666667;27.67213628;3.642857143;7.278656193;38.53125;28.54988207
SOFRA;38;7.342105263;1.361166348;5.447368421;2.23845227;80.66666667;23.85066386;3.166666667;6.581496179;8.548387097;15.5752768;5.2;12.06991129;3.666666667;7.231794423;79.75;25.47533821
KUCAK;39;7.459459459;1.303725316;5.486486486;2.765076065;77.64705882;25.96020539;4.6875;13.2017533;19.51612903;28.56206221;14.57575758;29.50215067;3.696969697;11.46321521;64.58823529;33.42120326
LOKUM;38;7.447368421;1.622433415;5.684210526;2.67223222;71.6;28.88842634;2.628571429;8.084428439;4.6;10.33327008;4.2;10.18303087;3.742857143;8.829572161;90.25714286;15.11396483
KEYİF;40;8.175;1.430214257;6.125;2.33356226;89.12820513;17.33900302;3.342105263;16.04769297;4;16.20310281;5.131578947;16.90541422;3.763157895;15.91095868;20.1025641;26.26163388
BAHAR;35;7.823529412;1.140722478;6.303030303;2.023067728;80.0625;21.62724909;5.967741935;14.4094503;12.74193548;21.74238218;6.161290323;11.3698337;3.766666667;10.73724852;70.09677419;29.9781641
ŞEKİL;38;5.459459459;1.238157112;3.405405405;2.302890207;21.26086957;30.31683809;5.416666667;10.76191621;8.375;17.37517595;7.916666667;23.31805918;3.8;7.176350047;60.36363636;35.28351083
NEŞE;40;7.625;1.530669369;5.925;2.346710737;78.25;24.94150299;7.285714286;18.68716362;9.771428571;17.62365675;7.542857143;15.59476318;3.8;12.39259741;22.03030303;25.10787333
GÜN DOĞUMU;34;7.393939394;1.886454908;6.787878788;2.08802502;78.96969697;24.83380364;8.75;19.20013441;16.21875;24.46423904;14.5483871;27.67651075;3.806451613;12.21043094;73.87096774;26.32963088
KUMRU;35;6.882352941;1.320346738;5;2.20192753;63.66666667;31.21486531;3.115384615;9.343776209;6.461538462;12.68772878;6.730769231;20.27719447;3.84;8.825531145;84.58064516;26.98613742
ÇINAR;38;6.216216216;1.916813547;4.432432432;2.533558549;62.5;34.29661172;4.696969697;12.46115175;19.3030303;28.7418302;6.878787879;16.28411338;3.848484848;9.219955301;88;18.7726334
UMUTLU;37;5.162162162;3.41169161;5.891891892;2.601108565;75.63888889;28.55286103;9.870967742;18.33165193;15.375;25.48339118;25.19354839;29.98935295;3.9;11.33000289;14.58823529;22.66905199
PENALTI;35;4.6;1.785563019;4.411764706;2.450944741;50.38461538;38.49371577;25.13636364;35.3638172;29.54545455;35.26191426;28;39.28566706;3.904761905;7.070394345;82.5862069;22.43962891
GÜMÜŞ;37;5.857142857;1.768064032;3.742857143;2.09119804;49.60714286;34.38920942;4.433333333;9.619245556;7.266666667;14.89951014;5.6;14.07026701;4.033333333;9.011423147;88.03030303;19.33339864
YONCA;38;6.763157895;2.085136725;4.526315789;2.479503461;68.25806452;28.95510058;4.733333333;13.70359463;7.233333333;14.73602982;4.866666667;13.28658471;4.034482759;10.14355094;80.34375;24.71464157
SERİN;33;6.272727273;1.87537875;5.483870968;2.447733206;63.79310345;27.10874834;10;16.81803062;12.65517241;21.42141095;13.21428571;20.95030654;4.037037037;6.710963942;65.03703704;30.26991586
HARF;36;5.416666667;1.155731061;2.944444444;2.329248124;21.47826087;34.34566211;4.391304348;8.643121966;3.608695652;7.572312787;3.086956522;8.101139333;4.086956522;9.124956007;80.9375;27.41077902
ESİNTİ;39;6.578947368;1.621337102;5.552631579;2.139681315;70.08571429;25.58075038;13.09677419;21.51798448;11.25806452;18.4859726;9.129032258;20.45440773;4.096774194;14.42995689;69.48484848;31.26111923
ZANAAT;37;6;2.147349788;4.783783784;1.887607762;58.32258065;35.48181421;7.677419355;14.02946209;13.12903226;22.01778362;9.21875;15.80472444;4.129032258;6.970135989;63.91428571;28.00669188
YÜRÜYÜŞ;34;4.882352941;2.694154232;3.970588235;2.528447771;66.40625;30.36111623;3.966666667;8.560064991;12.53333333;25.39309346;6.333333333;13.91930769;4.133333333;13.45165887;72.82352941;30.42175317
ÇEHRE;37;5.371428571;1.165325359;3.428571429;2.200076393;24.42307692;32.42489547;5.5;14.38123778;7.653846154;15.06503849;7.692307692;16.88968734;4.185185185;12.56379731;79.79310345;28.55868558
SABIRLI;38;4.736842105;2.412626813;4.105263158;2.203062655;38.6969697;32.38680755;21.53333333;28.33997218;20.6875;26.73578911;11.32258065;19.33112705;4.193548387;12.557652;25.83333333;26.110206
ZİYAFET;34;7.558823529;1.25989842;6.294117647;1.883411022;75.125;24.36913701;7.967741935;14.75914151;9.935483871;18.38465934;7.733333333;16.8542092;4.225806452;8.472345907;73.29032258;30.12329503
ATMOSFER;40;5.717948718;1.074800298;3.447368421;2.401546443;38.78787879;34.34999779;9.59375;16.90172615;13.87878788;22.50521825;25;31.79252594;4.235294118;10.68291988;68.13888889;29.3706878
ZİNDE;38;7.611111111;1.399546412;6.111111111;2.201009869;81.29411765;16.94291559;8.882352941;18.3266071;4.911764706;9.845373154;6.852941176;15.03154734;4.235294118;10.34864601;31.14705882;29.61073961
LİMAN;36;4.742857143;2.253661819;4.628571429;2.601873921;61;33.43451311;5.8;11.56808928;20.3125;28.90634209;9.733333333;18.3865268;4.266666667;15.29239913;81.64705882;25.51753094
FANTASTİK;37;6.972972973;1.423736994;5.351351351;2.451940458;67.93939394;26.52468119;6.933333333;14.21250866;6.566666667;13.03492215;19.62068966;24.27434535;4.266666667;9.537343422;20.82352941;25.79108442
SOYUT;38;5.210526316;1.695110532;4.657894737;2.441491744;40.52;37.48790916;14.46153846;25.11291424;17.79166667;27.6074646;25.375;32.853843;4.28;11.07369255;7.515151515;20.11703447
PATİK;38;6.578947368;1.926088025;4.736842105;2.564668574;71.16129032;32.17876813;1.580645161;3.519225232;12.4375;23.56588225;3.875;8.775883376;4.333333333;10.52576205;85.72222222;24.42318701
MUTLULUK;41;7.804878049;1.777913274;6.43902439;2.510465898;85.79411765;27.78355674;3.666666667;8.29407419;11.57575758;22.69089892;14.48484848;26.22155746;4.333333333;9.279233086;16.34285714;22.52442185
ÇAYIR;40;6.75;1.613246448;4.9;2.529822128;64.08333333;33.96920875;0.777777778;2.705667186;4.666666667;14.63069181;5.638888889;16.92530275;4.342857143;12.88853311;88.08333333;21.21370851
MEKTUP;36;5.416666667;2.033645565;4.972222222;2.431767272;59.06060606;29.19967829;7.774193548;18.26966462;31.875;30.63810615;16.18181818;25.21340733;4.35483871;13.39290456;85.8;20.92957379
MEŞRUBAT;37;5.432432432;2.217863593;4.351351351;2.562726589;57;37.18709454;2.785714286;6.408080217;4.035714286;9.818660023;5.535714286;17.31084469;4.384615385;8.490356521;91.28125;16.34947839
CESUR;39;7.184210526;1.392164621;5.526315789;2.575737544;58.67741935;33.10325976;17.25;24.3615244;12.65625;19.35010107;19.77142857;28.12899458;4.419354839;10.69508982;23.25;26.01030016
YASTIK;38;7.052631579;1.593014623;6.026315789;2.410414814;77;25.54163268;3.5625;8.358644357;13.75;27.87992688;10.9375;23.17386946;4.4375;13.8212961;95.09090909;9.274843787
SİHİRLİ;38;5.947368421;2.524981867;5.184210526;2.817467361;62.88571429;34.64421811;7.342857143;13.00665634;7.027777778;11.4928204;13.83333333;22.88293188;4.441176471;10.68896677;10.83783784;19.67162863
ŞAHANE;40;7.575;1.692934033;6.75;2.034951017;80.02857143;23.82841324;5.470588235;9.927724553;4.764705882;8.438938694;7.176470588;12.74093995;4.529411765;8.221314848;13.51428571;15.57027981
YETENEK;33;7.8125;1.255632471;6.1875;2.428825549;79.5862069;25.5727495;9.535714286;21.00349555;9.642857143;17.17710424;7;16.90496311;4.535714286;17.64775118;36.27586207;36.5248414
ÇAY;39;7.41025641;1.427510692;5.871794872;2.429852575;73.6;26.86042354;5.484848485;14.24149135;10.48484848;19.6979079;4.352941176;12.67276333;4.558823529;12.10106726;89.27027027;19.35293353
ÇAYDANLIK;41;6;1.921537846;4.95;2.159653344;66.61764706;27.31190739;5.71875;13.84763722;7.875;21.2599123;12;23.94213454;4.5625;11.98369188;87.51351351;20.29042142
KEMAN;38;6.405405405;1.32202411;4.648648649;2.084549195;60.80645161;29.57523666;10.16129032;23.3182286;33.32258065;34.72596252;6.870967742;20.95668857;4.566666667;13.1848485;92.18181818;11.66580083
FERAH;37;8.028571429;1.524037098;5.371428571;2.567737781;83.15151515;20.37173473;5.666666667;13.22324342;9.727272727;19.27315608;6.121212121;13.9413001;4.575757576;14.30041587;39.80645161;29.13350803
DOST;34;8.205882353;0.977920235;6.647058824;2.172588917;90.09677419;12.53090802;10.24137931;21.92300679;14.5;21.09543177;15.9;25.39528873;4.586206897;11.21388566;55.64516129;37.50959734
HİKAYE;36;5.583333333;2.033645565;4.166666667;2.007130147;60.5483871;32.23439024;10.32142857;19.46326753;20.86206897;29.06240101;14.21428571;26.67410611;4.607142857;12.67350484;52.03125;31.14532469
BİLGE;40;7.692307692;1.127499473;5.333333333;2.094269541;67.25714286;25.81306424;7.514285714;14.02177179;6.617647059;11.72155411;13.58823529;22.75577535;4.617647059;10.48235084;38.02777778;33.3470805
TEMİZ;37;7.944444444;1.145037602;5.777777778;2.586902297;82.85294118;21.94225528;4.64516129;8.475645057;4.166666667;8.103142572;6.25;14.54248503;4.625;17.79769829;63.94117647;32.10016631
BAĞIMSIZ;36;4.888888889;2.983552799;5.861111111;2.427847698;80.81818182;19.86745855;15.36666667;24.11964907;12.68965517;22.7047878;28.16666667;29.69393684;4.655172414;10.41042013;23.21875;27.96972369
ÇÖMLEK;35;5.142857143;1.216137984;3.628571429;2.044874716;20.72;29.20690558;5.111111111;13.10705428;4.785714286;13.02805276;4.392857143;14.19008335;4.678571429;13.15450513;93.6;13.28883379
ÇİMENLİK;35;7.371428571;1.591996791;5.142857143;2.251050175;76.79411765;16.45338578;3.40625;7.852919634;4.9375;10.15981172;8.75;18.40406687;4.6875;11.995799;91.11764706;12.56200309
SELAM;36;7.416666667;1.713392625;5.527777778;2.501269519;71.26470588;30.46936745;7.264705882;16.25424667;7.8;14.88149265;9.058823529;18.24403792;4.705882353;14.69184357;50.11428571;33.91925657
TASASIZ;37;6.756756757;1.673409783;4.621621622;2.059548917;69.65625;32.3145921;11.7;20.83291494;8.428571429;13.97995542;4.035714286;7.885674507;4.714285714;8.717190946;20.28125;23.15339364
ISINMAK;41;7.384615385;1.632166539;5.794871795;2.429852575;73.54545455;24.85091913;3.84375;8.215286204;3.90625;8.862240942;6.65625;14.16859174;4.71875;9.89699979;58.69444444;33.30707299
YETERLİ;40;6.15;1.65715233;4.4;2.193229676;50.72727273;33.12785151;8.121212121;15.6938634;8.9375;19.01262314;6.290322581;14.96037778;4.75;13.7910677;32.30555556;30.90152048
ADIM;38;5.421052632;1.883521414;4.421052632;2.366792549;45.46875;29.85122721;6.827586207;12.61537884;7.517241379;12.00184715;19.4137931;26.40145727;4.75862069;11.17604317;64.44117647;28.96308118
MUZ;37;6.72972973;1.981142328;4.594594595;2.793439332;50.11764706;40.65655466;4.314285714;15.20211175;4.971428571;15.62141387;3.8;14.76442465;4.771428571;11.67724211;94.88888889;17.13438944
İKLİM;39;5.128205128;1.592407763;3.743589744;2.02247827;39.51612903;31.02780577;13.06451613;22.99120917;17.56666667;23.04371159;11;19.1905149;4.827586207;12.61254751;67.06060606;28.07906181
KEYİFLİ;38;7.72972973;1.465314692;5.486486486;2.063190916;81.82857143;23.44265307;4.828571429;11.42104794;5.085714286;11.28083077;4.6;10.81719764;4.828571429;11.05463894;26.85294118;28.05420333
MAVİ;36;6.529411765;1.894734236;4.794117647;2.567623731;67.80645161;26.40002444;10.4375;20.46072162;17.53125;27.61484451;10.51612903;22.80039615;4.84375;11.74489422;61.80645161;37.1541109
İYİMSERLİK;37;5.166666667;2.833473386;4.611111111;2.128416954;73.96969697;23.63192339;8.548387097;14.63064981;11.23333333;22.92669478;9.709677419;18.34701347;4.866666667;11.18722588;25.21212121;31.24475714
SU;35;7.914285714;1.291862053;5.485714286;2.693908472;72.25;32.48126011;4.096774194;10.89756804;8.1875;18.74005112;12.44827586;22.29123179;4.870967742;15.71568629;93.48484848;12.01332909
FİNCAN;41;6.219512195;1.294453458;4.219512195;2.524996981;57.17142857;35.9079589;5.763157895;12.66925244;7.973684211;16.80972505;7;15.46574244;4.918918919;12.53966679;86.23684211;27.7415039
KAYIP;39;2.236842105;1.532251665;5.921052632;2.185722454;5.242424242;11.51366119;44.6;34.62169939;77;20.4331875;67.65625;30.17220402;4.935483871;12.3879928;47.63636364;31.51469715
ŞAHİN;36;5.472222222;1.539686631;4.111111111;2.41161212;30.5483871;37.73666538;13.93333333;27.68658748;8.866666667;13.36679709;31.375;32.90823017;4.966666667;10.10115505;87.44117647;18.86345059
İSKEMLE;37;4.810810811;1.22106142;2.972972973;1.964779978;25.52;30.65278671;7.37037037;20.13253805;7.148148148;18.36112889;6.846153846;18.15641442;5;12.06316708;92.19354839;14.51991587
ŞÖMİNE;40;6.95;1.431334325;5.075;2.390016629;68.45454545;23.04220436;8.193548387;13.13118262;17.67741935;27.83569303;8.290322581;11.30838494;5;10.44349878;84.02777778;16.52960307
CESARET;40;7.194444444;1.348426479;6.555555556;1.904047485;62;25.78071297;25.55882353;28.26625698;13.61764706;21.6585272;29.4;29.28681695;5.03030303;12.79522579;26.97142857;25.57743228
SARILMAK;35;8.285714286;1.226459001;7.028571429;2.007130147;88.45714286;13.2384086;5;11.53675753;26.90625;27.1333141;12.84375;18.59432688;5.03125;13.56343371;63.6875;34.62931585
KÜRE;38;5.394736842;1.305693844;3.763157895;2.353079759;26.92592593;35.77593296;6.571428571;14.05657503;6.444444444;14.13760216;7.857142857;16.33835362;5.035714286;12.26703545;81.15151515;21.77171504
PİLOT;38;5.189189189;1.883227694;4.567567568;2.489316512;47.65625;38.52574286;11.69230769;21.90665512;6.923076923;16.59378939;22.4137931;28.76942479;5.037037037;13.52058681;85.63636364;21.66912865
DÜZLEM;39;5.026315789;1.026324908;3.342105263;2.003730518;17.03448276;27.48308929;7.433333333;18.85824311;6.103448276;15.04598861;12.5862069;23.27708444;5.068965517;11.7805258;57.65625;35.69639846
KAVUŞMA;35;5.911764706;3.222719039;6.294117647;2.418732598;84.875;14.86444122;5.724137931;8.539390041;24.63333333;30.69031447;13.24137931;20.05466667;5.068965517;12.34599714;48.65625;34.64623926
KOL;38;5.289473684;1.183396275;3.552631579;2.356100402;23.71875;32.37007217;8.75;16.3608502;7.4375;14.3795049;11.4375;22.04531623;5.09375;11.8167715;91.37837838;15.75921486
İÇECEK;36;6.333333333;1.242118007;3.888888889;2.785449723;54.48275862;37.42766422;3.75;11.39403678;6.571428571;18.35539798;4.464285714;12.81631525;5.103448276;12.26011194;85.51515152;25.75985395
YUVA;39;7.256410256;1.956338534;5.615384615;2.346502264;75.77777778;29.25270304;8.028571429;14.09940698;17.94117647;24.972641;11.45714286;18.72611083;5.142857143;15.55661928;62.75;32.82366307
GÖLET;41;6.131578947;1.947570248;5.052631579;2.091777576;56.625;31.06574714;5.6;9.579431989;17.5;25.42839846;17.24137931;26.96115615;5.166666667;9.854399799;88.29411765;15.14881616
BİLGİN;40;7.225;1.73186575;5.125;2.756693486;64.64705882;33.67301082;13.57142857;19.39418608;11.71428571;20.49328646;13.77142857;23.43085662;5.171428571;10.49785893;44.44117647;38.15057184
TÜRKÜ;37;5.555555556;2.062515031;3.972222222;2.489820546;49.21875;35.01219546;14.8125;25.87617848;42.25;29.2354182;9.483870968;22.9257802;5.193548387;10.9891442;64.18181818;32.10184433
KURTARMA;40;7.923076923;1.20053969;6.230769231;2.045039421;79.60526316;24.25042711;10.02777778;17.34768179;19.02777778;26.00053418;32.33333333;30.72923224;5.222222222;9.934387927;55.91666667;34.89770766
YARARLI;36;6.972222222;2.235890505;5.111111111;2.302517601;70.93939394;27.98653627;10.16129032;16.8505129;14.74193548;23.64172546;14.38709677;22.25859747;5.225806452;12.20849343;43.58064516;33.10969062
HAVAİ FİŞEK;33;5;2.817356917;6.181818182;1.86169522;65.9375;32.5694667;15.13333333;23.56317017;7.166666667;13.70145558;26.32258065;31.44242049;5.233333333;9.416358962;88.75757576;16.93559547
DUA;39;6.538461538;2.210574513;5.128205128;2.716223066;68.36666667;32.24847853;11.87096774;23.67662974;29.64516129;35.18574369;30.71875;35.44849455;5.25;12.55696696;21.08823529;27.65410556
PAMUK;38;6.540540541;1.659896158;4.702702703;2.413674756;52.17647059;34.76280718;5.78125;14.08209656;8.78125;19.76431188;6;15.58535293;5.28125;12.52412994;88.76470588;14.19786331
LUNAPARK;35;7.514285714;1.77186224;6.228571429;2.276293611;75.08823529;31.8265828;4.424242424;8.584252672;7.03030303;16.53686195;50.57575758;31.64552723;5.28125;16.99190391;84.64705882;22.95434514
NEŞELİ;37;5.305555556;3.13340932;6.166666667;2.035400978;80.97058824;18.28475983;6.625;13.53787995;9.03125;16.88191316;11.39393939;21.42857233;5.290322581;12.87165762;24.39393939;21.666419
OLGUNLUK;34;7.176470588;1.381053358;4.352941176;2.533201986;65.03571429;30.93659243;11.93103448;20.64656844;21.83333333;26.29682468;17.62068966;26.12526663;5.321428571;13.63289478;27.32258065;25.75446511
CANIM;36;5.222222222;3.278598229;5;2.267786838;76.85294118;25.95115733;4.333333333;13.03760586;9.757575758;20.18977201;5.818181818;12.60321027;5.363636364;15.03083951;29.48484848;34.31756221
KREP;34;5.470588235;2.549334959;4.323529412;2.279295322;61.84848485;35.86878972;3.419354839;10.14814989;4.161290323;11.639292;2.741935484;9.966503037;5.387096774;13.63494877;91.90625;16.82425165
GÜNEŞ;35;7.571428571;1.334733159;6.4;2.225520428;84.1875;15.81432079;9.5;14.92049638;12.02941176;19.28492156;7.515151515;12.30376267;5.393939394;10.71779885;86.65625;21.10436337
